accession_record_id	experiment_id	sample_timepoint_id	namespace	entity_type	accession	project_accession	study_accession	sample_accession	experiment_accession	run_accession	official_page_url	download_url	file_format	file_size_bytes	md5	format_validation_status	online_verification_status	verification_date	evidence_ids	notes	condition_id	replicate_id	batch_id	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	public_status	query_id	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	origin_evidence_ids
AC-P0008-1199	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939485	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939485	https://www.ebi.ac.uk/ena/browser/view/SRR5939485	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939485/SRR5939485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939485/SRR5939485_2.fastq.gz	FASTQ	187879829;183427241	ca854bebd516145a3d341dd611c73829;8274c2e95f6cda0eb16779b3a856af45	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1200	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939486	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939486	https://www.ebi.ac.uk/ena/browser/view/SRR5939486	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939486/SRR5939486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939486/SRR5939486_2.fastq.gz	FASTQ	188469985;184197649	c7fc903e54c1f66ad70d5e82000460be;d86f1b8e05ec1cb2a8e8649527c4f0db	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1201	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939487	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939487	https://www.ebi.ac.uk/ena/browser/view/SRR5939487	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939487/SRR5939487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939487/SRR5939487_2.fastq.gz	FASTQ	189623078;185067343	bc26075a4d22a05bb01145ef9e604379;241b21b6b44eaabc1648b01a5cef8b51	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1202	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939488	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939488	https://www.ebi.ac.uk/ena/browser/view/SRR5939488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939488/SRR5939488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939488/SRR5939488_2.fastq.gz	FASTQ	188391251;183797161	488160e34f2ea7dd8810b39fcedae71d;8e4c23a49acfc4e66eedb7cc20864529	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1203	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939489	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939489	https://www.ebi.ac.uk/ena/browser/view/SRR5939489	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939489/SRR5939489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939489/SRR5939489_2.fastq.gz	FASTQ	191514562;186846341	7e526c148408dd640fc0cb10d5ee7d20;ba896576c67e179d8a318f44c6ca6be7	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1204	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939490	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939490	https://www.ebi.ac.uk/ena/browser/view/SRR5939490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939490/SRR5939490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939490/SRR5939490_2.fastq.gz	FASTQ	193950201;189860496	8e26ad0dc8d98e153de943b721717afd;d7a8c979b5bcaefcaf7d66db3eda1e9c	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1205	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939491	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939491	https://www.ebi.ac.uk/ena/browser/view/SRR5939491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939491/SRR5939491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939491/SRR5939491_2.fastq.gz	FASTQ	195752895;191708281	0633767ecc8089d4621c820c82755da7;86ad134d5bb81558183814934d73e992	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1206	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939492	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939492	https://www.ebi.ac.uk/ena/browser/view/SRR5939492	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939492/SRR5939492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939492/SRR5939492_2.fastq.gz	FASTQ	195563253;193025742	db53de022ba04560979b8367bca9d76c;9e45236add7c27c0c20bacaa2202d069	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1207	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939493	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939493	https://www.ebi.ac.uk/ena/browser/view/SRR5939493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939493/SRR5939493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939493/SRR5939493_2.fastq.gz	FASTQ	186842162;182538387	7964bdd36c9971c3f3408b3ef45c22a5;4c5af95a881cbf76ea8f0061978b0619	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1208	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939494	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939494	https://www.ebi.ac.uk/ena/browser/view/SRR5939494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939494/SRR5939494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939494/SRR5939494_2.fastq.gz	FASTQ	188299525;183680513	33a71cdec31ecb3d860098f681f7bc7f;693b707ebbd463e7b6ff55b50e204c7e	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1209	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939495	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939495	https://www.ebi.ac.uk/ena/browser/view/SRR5939495	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939495/SRR5939495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939495/SRR5939495_2.fastq.gz	FASTQ	188838038;184965669	b9086348104f48d8d64acd2ee5861c6f;9907212ee044af1dcee7ac22a0864c19	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1210	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939496	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939496	https://www.ebi.ac.uk/ena/browser/view/SRR5939496	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939496/SRR5939496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939496/SRR5939496_2.fastq.gz	FASTQ	191139537;186456676	ba416f99f99b432b6ec452e279f3e16d;9b257fdff70dc2f73497d9e00e58b8ab	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1211	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939497	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939497	https://www.ebi.ac.uk/ena/browser/view/SRR5939497	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939497/SRR5939497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939497/SRR5939497_2.fastq.gz	FASTQ	191867997;187854841	30e6279eaba0daf2d3d04b78e39b309c;e348da6b18cb9da989032d767c768958	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1212	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939498	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939498	https://www.ebi.ac.uk/ena/browser/view/SRR5939498	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939498/SRR5939498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939498/SRR5939498_2.fastq.gz	FASTQ	193992691;190528980	6e9aa60bd6a86fbcd98070d683f52865;3e6da3c8b7d0356bc7e3f4fb1adc1989	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1213	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939499	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939499	https://www.ebi.ac.uk/ena/browser/view/SRR5939499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939499/SRR5939499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939499/SRR5939499_2.fastq.gz	FASTQ	189189571;184725191	bc02978988091468d6696904aa1eb392;11979107a0a34c677f5f446147d5ffbe	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1214	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939500	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939500	https://www.ebi.ac.uk/ena/browser/view/SRR5939500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939500/SRR5939500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939500/SRR5939500_2.fastq.gz	FASTQ	196555644;193149455	d389150a0e7c65fd60fd8c45c6fb3d53;6146c8a6e9d8e8c81fd771a6b7729616	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1215	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939501	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939501	https://www.ebi.ac.uk/ena/browser/view/SRR5939501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939501/SRR5939501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939501/SRR5939501_2.fastq.gz	FASTQ	197709802;195316267	3f45db70c1014407e4403f863455b912;a9144cce0a6d99ff8bf352b439232b4e	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1216	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939502	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939502	https://www.ebi.ac.uk/ena/browser/view/SRR5939502	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939502/SRR5939502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939502/SRR5939502_2.fastq.gz	FASTQ	185223002;180998667	bd2cbc500f96563145d191af78766efb;672d5a5774a1d93c217eaf9da05c1c67	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1217	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939503	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939503	https://www.ebi.ac.uk/ena/browser/view/SRR5939503	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939503/SRR5939503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939503/SRR5939503_2.fastq.gz	FASTQ	186368050;182310970	1c5b812532ad862d5ddddba1f9b6d9da;8f6090d99f3ef7cda17a7cc6560c76e4	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1218	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939504	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939504	https://www.ebi.ac.uk/ena/browser/view/SRR5939504	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939504/SRR5939504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939504/SRR5939504_2.fastq.gz	FASTQ	187462656;183576526	33f5d4dfac4415cccb03efa228ab9bc2;849d17616c2693b85e92b11d307319cd	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1219	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939505	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939505	https://www.ebi.ac.uk/ena/browser/view/SRR5939505	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939505/SRR5939505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939505/SRR5939505_2.fastq.gz	FASTQ	189052053;185028559	f54e2863e502e0a26c08757d348d1ac9;67edfd17d015266850d1afce5446bbd8	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1220	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939506	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939506	https://www.ebi.ac.uk/ena/browser/view/SRR5939506	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939506/SRR5939506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939506/SRR5939506_2.fastq.gz	FASTQ	190937372;186618581	16542ce95ade36db9e6373c8c965cbc4;02b3f669db06a291782d590f996aad1b	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1221	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939507	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939507	https://www.ebi.ac.uk/ena/browser/view/SRR5939507	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939507/SRR5939507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939507/SRR5939507_2.fastq.gz	FASTQ	192740496;188885588	8e8976583df03e87f6612aa51d991a97;3af590917aa6b817f27ec21d8637d87b	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1222	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939508	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939508	https://www.ebi.ac.uk/ena/browser/view/SRR5939508	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939508/SRR5939508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939508/SRR5939508_2.fastq.gz	FASTQ	194736880;191035015	7bf6677805d6bd87bb05ad6363775ae8;ffd43e74b2087b73069929dade51f01e	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1223	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939509	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939509	https://www.ebi.ac.uk/ena/browser/view/SRR5939509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939509/SRR5939509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939509/SRR5939509_2.fastq.gz	FASTQ	194435694;191676073	6355175f53edf2014471bbd04e108c5c;9d09026aa9aca198eedabd98295016cd	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1224	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939510	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939510	https://www.ebi.ac.uk/ena/browser/view/SRR5939510	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939510/SRR5939510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939510/SRR5939510_2.fastq.gz	FASTQ	190235702;185670349	cad2464296707550a2ac68a66f1adf52;77913bbc9f5c2ac74b9f837a9923a6d1	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1225	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939511	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939511	https://www.ebi.ac.uk/ena/browser/view/SRR5939511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939511/SRR5939511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939511/SRR5939511_2.fastq.gz	FASTQ	186823949;182662915	d61d894b9bd3822cfd87dff07040fc7a;b0c81f54c26bc0c10eaf2d205dcfed88	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1226	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939512	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939512	https://www.ebi.ac.uk/ena/browser/view/SRR5939512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939512/SRR5939512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939512/SRR5939512_2.fastq.gz	FASTQ	187892026;183942146	025827e37368f8b7e87916c099068da5;124c17f517fbe3d884294aa36389b460	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
